지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
106,동해,2023-03-31 12:00,17.7,,6.7,35,1,,,1
106,동해,2023-03-31 13:00,16.5,,8.2,45,1,,,0
106,동해,2023-03-31 14:00,16.2,,5.8,56,1,,,5
106,동해,2023-03-31 15:00,16.3,,5.8,65,1,,,1
106,동해,2023-03-31 16:00,15.9,,2.9,70,1,,,0
106,동해,2023-03-31 17:00,14.5,,2.1,80,1,,,0
106,동해,2023-03-31 18:00,14.1,,.6,80,.9,,,0
106,동해,2023-03-31 19:00,13.5,,.3,83,0,,,0
106,동해,2023-03-31 20:00,13.1,,.1,89,,,,0
106,동해,2023-03-31 21:00,12,,1,87,,,,0
106,동해,2023-03-31 22:00,11,,1.3,84,,,,0
106,동해,2023-03-31 23:00,10.9,,1.2,82,,,,0
